LigandID,Score,SMILES,OnBits
2749,-0.2,[N+H](C[C@H](CN1c2c(cccc2)CCc2c1cccc2)C)(C)C,"91,140,147,457,807,844"
5347,-0.3,O=C([O-])[C@@H]([C@](O)(C(=O)[O-])CC(=O)[O-])CCCCCCCCCCCCCCCC,"1,33,37,38,80,114,119,177,202,259,294,395,420,430,457,490,496,591,624,650,713,715,739,785,794,807,883,884,887,893"
2301,-0.1,O=C(O[C@]1([C@@H](C)C[N+@@H](C)[C@H](C)C1)c1ccccc1)CC,"91,140,147,457,807,844"
8705,119.3,O=C(NCC(=O)N)[C@H](NC(=O)[C@@H]1N(C(=O)[C@@H]2NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@@H]([C@@H](CC)C)NC(=O)[C@H](Cc3ccc(O)cc3)NC(=O)CCSSC2)CCC1)CC(C)C,"1,4,10,33,42,53,80,90,109,115,117,128,130,140,143,147,173,193,197,242,253,283,289,294,301,310,314,354,355,356,362,392,402,416,432,435,446,456,458,466,478,482,492,503,511,519,520,531,540,545,551,559,573,578,597,616,624,626,650,665,669,675,680,684,689,714,726,730,736,745,754,759,767,789,798,804,807,823,828,832,837,841,846,849,874,893,899,914,926,935,957,1004,1019"
4133,5.2,O([C@H](C(C[C@@H]([N+H](C)C)C)(c1ccccc1)c1ccccc1)CC)C(=O)C,"91,140,147,457,807,844"
8022,56.7,O=C(O[C@@H]1C(C)(C)[C@H]2[C@](C)([C@@H]3[C@](C)([C@@]4(C)C([C@H]5[C@@H](C)[C@@H](C)CC[C@]5(C)CC4)=CC3)CC2)CC1)CCCCCCCCCCCCCCC,"22,33,36,80,86,102,119,138,157,240,243,249,250,266,267,285,294,301,308,356,362,375,409,412,418,420,443,453,470,478,522,540,549,555,558,591,598,650,681,682,695,729,757,772,781,794,807,835,849,857,861,887,889,893,904,926,927,973,981,1019"
4186,4.1,O=C(N([C@@H]1[C@H](C)C[N+@@H](CCc2sccc2)CC1)c1ccccc1)CC,"91,140,147,457,807,844"
7411,71.5,O=C(O[C@H]1[C@]2(O)O[C@H]3[C@H](O[C@@H]2O[C@@H](C)C1)C[C@H]1[C@@](C=O)([C@H]2[C@@H]([C@]4(O)[C@@](C)([C@@H](C5=CC(=O)OC5)CC4)CC2)CC1)C3)C,"11,24,33,36,46,57,67,84,102,109,130,138,149,178,206,235,249,250,268,284,285,301,309,313,314,336,355,356,412,426,441,449,493,500,503,508,519,521,523,528,529,555,562,609,650,656,679,682,694,695,699,705,776,781,792,795,805,807,811,833,843,844,849,858,886,893,897,926,935,956,1001,1004,1008,1017,1019"
7663,38.9,O([C@H](C)[C@@]1(O)[C@]2(C)[C@@H](OC(=O)c3ccccc3)C[C@H]3[C@](O)([C@@H](O)C=C4[C@]3(C)CC[C@@H](O)C4)[C@@]2(O)CC1)C(=O)c1ccccc1,"1,33,36,42,64,69,102,121,130,138,145,175,177,190,225,231,233,249,250,268,277,283,301,352,356,361,389,439,478,504,539,553,590,606,638,650,668,694,695,726,775,787,793,795,806,807,821,823,844,849,850,860,874,880,893,918,926,957,961,986,988,1019"
2986,-0.0,O([C@H](CC(=O)C)C=1[C@H](C)C[C@H]2OC(=O)C(=C)[C@@H]2CC=1)C(=O)C,"1,11,33,35,64,69,80,87,123,149,266,268,285,296,314,342,356,370,426,455,472,497,512,526,532,562,565,567,592,598,650,656,695,737,750,757,772,795,807,849,893,899,903,926,1015,1017,1019"
2281,-2.3,O=C(O[C@@H]1[C@H](C(C)C)CC[C@@H](C)C1)c1c(O)cccc1,"1,12,33,64,81,102,106,124,145,175,185,187,253,268,273,283,285,301,302,348,356,423,439,578,583,650,695,726,794,798,807,849,859,893,926,967,1004,1019"
5542,6.7,Clc1c(N)cc(OCC)c(C(=O)NC[C@H]2OCC[N+@@H](Cc3ccc(F)cc3)C2)c1,"91,140,147,457,807,844"
1210,-3.7,ClCCC[N+H2][C@H](Cc1ccccc1)C,"91,140,147,457,807,844"
1629,-3.2,C/1(=C/2\NOC=C\2)\N=C2C(=N\1)C=NC1=C2COCC1,"23,41,62,90,128,254,280,354,356,361,365,378,401,428,452,457,511,523,547,574,609,641,656,660,671,714,716,727,740,752,754,788,849,924,926,927,935,950,962,987,1019"
5183,8.1,O=C(Nc1ccc(C(=O)[O-])cc1)[C@@H](NC(=O)c1ccccc1)Cc1ccc(O)cc1,"1,53,64,78,79,80,104,117,128,155,175,191,202,289,310,356,361,389,411,486,544,573,578,592,640,641,650,673,715,726,730,736,745,754,792,807,843,849,857,871,893,961,982"
4845,4.1,O=[N+]([O-])c1cc([C@H]2C(C(=O)OC)=C(C#N)NC(C)=C2C(=O)OC(C)C)ccc1,"1,11,15,33,36,64,69,82,90,112,128,143,145,147,171,217,250,255,283,356,360,396,440,585,586,627,639,650,674,695,698,715,726,753,785,790,807,838,839,841,849,871,875,878,893,900,906,916,939,954,987,1005,1019"
3900,18.7,[N+H](C)(C)[C@H]1CC=2[C@@](C)([C@H]3[C@@H]([C@@H]4[C@]5([C@H]([C@H](C)[N+H2]C5)CC4)CC3)CC=2)CC1,"91,140,147,457,807,844"
4222,1.6,[S@H0](=O)(Cc1c(C)c(OCCCOC)ccn1)c1[nH]c2c(n1)cccc2,"13,33,52,64,73,80,90,110,119,175,232,241,252,289,343,356,378,404,427,428,429,462,474,486,494,535,626,647,650,677,695,698,715,721,726,729,749,759,787,831,841,842,849,873,887,946,984,989,1005"
5497,14.6,S(=O)(=O)(N)c1c(C(F)(F)F)cc2N[C@@H](Cc3ccccc3)NS(=O)(=O)c2c1,"19,42,64,80,83,90,114,147,175,207,227,252,262,266,301,350,356,363,389,392,419,429,432,452,458,469,583,607,625,650,652,691,717,726,730,809,833,840,849,861,865,875,892,904,924,958,1019"
6772,1.8,S(=O)(=O)([O-])[C@@H](C(=O)[O-])CC(=O)OCCOCCOCCOCCCCCCCCCCCC,"1,10,13,26,33,80,119,147,202,219,225,266,285,294,301,350,362,420,444,452,457,532,591,625,650,691,695,715,728,732,794,807,887,893,959,968"
5014,1.9,Brc1sc2-n3c(C)nnc3CN=C(c3c(Cl)cccc3)c2c1,"32,33,47,64,124,135,140,162,168,175,232,332,352,356,366,378,421,457,469,512,561,599,607,624,628,659,675,698,724,726,728,849,871,875,881,917,926,935,969,974,982,984,999"
3913,18.3,[N+H2](C)[C@H]1CC=2[C@@](C)([C@@H]3[C@@H]([C@@H]4C5(C([C@H](C)[N+@@H](C)C5)CC4)CC3)CC=2)CC1,"91,140,147,457,807,844"
282,-4.7,O=C1Oc2c(cccc2)C=C1,"63,64,104,175,203,239,314,356,580,614,616,650,656,726,784,803,831,849,852,888"
5887,3.5,OCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,"33,80,106,119,222,294,420,473,541,591,794,807,887"
6620,49.5,O=C1[C@@]2(C)[C@H](C34C(C(C)(C)OC3CC(=O)OC4)=C1O)CCC1(C)[C@H](c3cocc3)OC(=O)C3O[C@@]213,"33,36,46,67,95,109,133,138,182,198,200,231,250,255,267,272,284,298,301,314,324,356,365,384,396,407,412,427,441,478,494,518,526,555,578,632,650,656,706,723,726,750,761,787,805,807,816,842,845,846,849,895,920,926,928,935,941,970,1006,1019"
7889,14.8,O=C(N[C@@H](C[C@@H](O)[C@@H](NC(=O)COc1c(C)cccc1C)Cc1ccccc1)Cc1ccccc1)[C@H](C(C)C)N1C(=O)NCCC1,"1,4,15,33,37,41,42,64,79,80,90,108,117,126,128,175,192,227,278,283,305,314,316,333,356,360,367,375,389,411,428,456,459,541,551,573,606,635,650,679,680,688,695,698,726,730,747,749,752,807,812,837,839,842,849,857,876,888,893,897,911,926,928,935,975,980"
3128,12.3,O=C1C=C2C(=C3[C@H]([C@@H]4[C@](C)([C@@](O)(CC#N)CC4)CC3)CC2)CC1,"11,33,36,65,80,84,130,136,138,242,250,253,280,284,296,301,314,342,351,356,360,362,402,410,412,455,519,529,630,649,650,671,674,676,690,714,790,807,815,834,841,849,872,881,916,926,949,1019"
3995,5.6,O(C)c1c(OC)c2[C@H](O)O[C@@H]3[C@H]([C@H]4[N+@@H](C)CCC4=CC3)c2cc1OC,"91,140,147,457,807,844"
7157,42.4,O(C)[C@@H]1[C@@H](O)[C@@H](C)O[C@H](O[C@H]2C[C@@H]3[C@](C)([C@@H]4C(=O)[C@H](O)[C@]5(C)[C@H](C6=CC(=O)OC6)CC[C@@]5(O)[C@H]4CC3)CC2)C1,"33,36,57,63,67,75,82,84,109,119,130,138,157,214,233,245,250,268,285,301,313,314,324,328,336,356,357,368,380,441,453,463,485,493,518,519,528,534,550,562,589,595,609,611,650,656,682,687,695,699,722,745,754,798,804,805,807,823,828,841,849,897,926,927,937,956,964,1008,1019"
8115,55.7,O(C[C@@H]1[C@H](O)[C@H](OC)[C@@H](O)[C@H](O[C@@H]2C[C@]3(O)[C@@](C)([C@H]4[C@H]([C@]5(O)[C@@](C)([C@H](C6=CC(=O)OC6)CC5)CC4)CC3)CC2)O1)[C@@H]1[C@@H](C)O[C@H](O)C[C@H]1O,"9,33,36,57,67,68,80,84,109,112,119,124,130,138,233,245,250,263,268,285,298,299,301,313,314,324,336,356,357,388,412,426,441,443,449,451,463,472,476,485,493,519,521,529,555,574,609,610,637,650,656,679,682,687,694,695,699,722,776,782,805,807,811,817,823,841,849,854,857,869,897,912,926,937,953,1008,1019"
6880,23.7,O([C@H]1[C@@H](O)[C@H](O)[C@H](O)[C@H](CO)O1)[C@H]1[C@H](C=C)C=2C(C(=O)N3[C@@H](c4[nH]c5c(c4CC3)cccc5)C=2)=C([O-])O1,"13,25,64,67,80,83,90,99,119,164,175,176,187,210,222,233,269,271,275,299,300,314,333,342,356,357,361,456,463,489,492,504,549,570,610,621,630,650,656,684,694,695,714,715,721,726,740,750,759,770,791,807,820,849,865,869,870,873,879,893,897,918,926,935,940,953,956,978,989,1003,1006,1019"
3979,2.9,O=C(O[C@@H]1[C@@H]2C(=C)C(=O)O[C@@H]2[C@H]2[C@@H](C)[C@@H](O)C[C@H]2C(=C)C1)C(CO)=C,"33,35,64,65,80,102,139,217,221,222,231,233,268,285,314,321,323,342,356,391,407,428,433,455,472,498,509,534,562,574,581,585,640,650,656,695,750,798,804,807,849,854,861,893,901,926,948,950,1019,1022"
1038,-5.4,O=C([O-])[C@H]([N+H3])Cc1c2c([nH]c1)cccc2,"91,140,147,457,807,844"
3172,4.2,Clc1cc2C(c3ccccc3)=N[C@H](C(=O)[O-])C(=O)Nc2cc1,"7,10,36,64,74,87,90,106,117,136,142,165,175,202,216,314,332,352,356,378,389,406,547,561,576,650,659,715,724,726,736,765,774,793,807,816,843,849,875,893,958,1019"
7718,127.9,O(C)c1c(OC)cc2c3[C@H]([N+@@H](C)CC2)Cc2ccc(cc2)COC=2C(=O)C4=C([N+H2]CCC4=CC=2OC)Cc2ccc(Oc13)cc2,"91,140,147,457,807,844"
1265,-3.2,O=C1OC23[C@@H]4[N+H]([C@H](C=CC2=C1)C3)CCCC4,"91,140,147,457,807,844"
5741,41.4,O[C@@]1(C)OCC23[C@H]4[C@@](C)([C@@]5(C)[C@H]([C@]6(C)[C@H](C(C)(C)CCC6)CC5)CC4)CC[C@@H]2[C@H]1CC3,"4,33,36,72,130,138,161,175,200,208,250,251,267,301,310,337,378,412,453,468,478,507,519,527,529,540,555,632,656,744,807,857,889,926,998,1004,1017,1019"
5755,4.1,Clc1c(/C(=N\OCc2c(Cl)cc(Cl)cc2)/Cn2cncc2)ccc(Cl)c1,"26,67,77,80,123,165,185,216,288,325,349,356,366,378,427,431,439,494,561,579,608,630,657,659,695,717,725,726,745,751,791,807,816,833,842,843,849,875,932,935,965,967,982"
6652,7.8,O([C@H]1[C@@H](O)[C@H](O)[C@H](O)[C@H](CO)O1)[C@H]1[C@H](C)[C@H]2[C@@](C)([C@H]3C([C@@H](C)C2)=C[C@]([C@@H](O)CO)(C)CC3)CC1,"1,4,13,33,36,64,80,138,210,222,227,233,250,268,269,282,285,299,301,323,342,356,357,379,426,453,463,482,489,492,516,519,539,610,637,644,656,695,699,740,756,758,759,798,803,807,820,849,861,869,897,914,926,927,953,972,989,999,1019"
531,-5.0,O=C1OCCc2c1cnc(C)c2,"27,33,64,140,212,314,352,356,378,428,441,495,511,579,618,650,656,680,689,698,707,714,743,849,859,875,926,950,969"
6459,34.5,O[C@H]1[C@@H]([C@H]2[C@]3(C)[C@](C)(C=4[C@H]([C@]5(C)[C@H](C(C)(C)[C@@H](O)CC5)CC=4)CC3)CC2)C[C@@H]([C@@H]2C(C)(C)O2)O1,"31,33,36,46,86,138,170,180,233,250,268,301,356,395,400,409,412,418,440,453,478,497,507,519,529,549,555,576,593,596,598,610,622,656,690,699,743,757,760,766,781,788,795,807,849,883,897,926,927,938,981,988,1019"
5715,3.4,S(C(=O)c1ccccc1)C[C@H](C(=O)N1[C@@H](C(=O)[O-])C[C@@H](Sc2ccccc2)C1)C,"1,27,33,64,69,80,93,108,116,144,153,168,175,201,202,242,251,254,268,283,330,332,356,361,388,389,408,433,531,548,550,643,650,715,719,726,736,739,804,807,811,849,871,893,926,935,961,983,1019"
7387,85.4,O[C@H]1C2Oc3c(O)c(-c4c(O)c5OC6[C@@H](O)C=C[C@H]7[C@@H]8[N+@@H](C)CCC67c5c(c4)C8)cc4c3C32[C@H]([C@@H]([N+@H](C)CC3)C4)C=C1,"91,140,147,457,807,844"
652,-5.2,O[C@H]1OC[C@@H](C)[C@@H]2[C@@H]1[C@@H](C)CC2,"33,105,233,285,301,380,475,522,576,609,622,656,756,801,802,807,835,854,899,914,926,968,1019"
3844,9.7,O=C1O[C@@H](c2cocc2)C[C@@]2(C)[C@@H]1CC(=O)[C@H]1[C@H]3C(=O)OC(C3)C[C@@H]21,"33,36,45,87,124,189,231,250,255,268,274,308,314,353,356,366,370,384,390,396,433,453,455,513,519,550,638,650,656,679,726,750,787,816,822,824,849,859,879,912,919,926,928,935,941,1006,1011,1019"
715,-3.4,C[C@H]1[C@H](c2ccccc2)OCC[N+H2]1,"91,140,147,457,807,844"
7328,37.8,O=C([C@](O)(C)[C@@H]1[C@H](O)C[C@@]2(C)[C@@]1(C)CC(=O)[C@]1(C)[C@H]2CC=C2C(C)(C)[C@@H](O)C(=O)C[C@H]12)/C=C/C(OC(=O)C)(C)C,"11,12,16,31,33,36,53,75,114,176,188,192,199,212,231,233,250,268,314,315,356,370,379,392,409,412,440,446,458,478,484,507,528,598,620,621,623,650,661,670,679,684,694,695,699,713,734,757,781,807,831,849,884,889,893,912,914,926,940,981,1017,1019"
6319,40.1,Fc1c(N2CC[N+H](CC3=C(C)OC(=O)O3)CC2)cc2N3[C@@H](C)SC3=C(C(=O)[O-])C(=O)c2c1,"91,140,147,457,807,844"
488,-4.2,O=C(OCCCC)[N-]C(=O)N,"13,33,80,128,139,140,147,276,294,312,316,477,517,591,650,695,710,718,794,807,887,893,961"
3484,-4.0,ClCCN(N=O)C(=O)NC[C@H]1[C@@H](O)[C@@H](O)[C@H](O)[C@@H](OC)O1,"4,13,33,80,85,128,165,193,197,233,234,279,299,401,432,463,473,489,502,544,580,610,650,656,659,695,725,798,807,815,820,827,841,881,893,897,898,927,937,953,979,1019"
6295,108.6,O[C@H]1C(C)(C)[C@H]2[C@](C)([C@H]3[C@](O)(C[C@@]4(C)[C@H]([C@@]5(C)[C@@H](C(C)(C)[C@@H](O)CC5)CC4)CC3)CC2)CC1,"31,33,36,124,130,138,233,250,263,267,301,310,421,453,470,478,492,507,549,610,632,760,788,807,810,889,904,926,927,973,1008,1019"
43,-4.0,O=C([O-])[C@H]([N+H3])C,"91,140,147,457,807,844"
5988,64.4,OC[C@@]12[C@@H](C=3[C@](C)([C@@]4(C)[C@H]([C@]5(C)[C@H](C(C)(C)[C@@H](O)CC5)CC4)CC=3)CC1)CC(C)(C)CC2,"31,33,35,36,80,86,138,222,227,233,240,250,267,301,308,356,389,409,412,418,453,463,478,549,555,598,600,610,679,757,760,781,788,807,849,857,889,904,908,926,927,938,942,962,981,1010,1019"
5280,46.4,C(C)(C)[C@@H]1[C@]2(C)[C@@H]([C@@]3(C)[C@@](C)([C@@H]4[C@](C)([C@@H]5[C@](C)(C(C)=CCC5)CC4)CC3)CC2)CC1,"1,8,10,33,36,87,93,123,138,175,243,250,253,267,283,301,310,345,356,412,452,453,478,527,568,592,698,712,732,742,757,768,849,860,889,926,994,1019"
4558,21.0,O[C@H]1O[C@H]2[C@@H]([N+@H](C)CCc3c2cc2OCOc2c3)c2c1c1OCOc1cc2,"91,140,147,457,807,844"
5806,17.5,O=C([O-])[C@H]1[C@H](CO)[C@@H](O)c2c([C@H]1c1cc(OC)c(OC)c(OC)c1)cc1OCOc1c2,"3,33,52,80,164,202,222,227,233,249,255,282,307,322,325,332,333,335,356,429,441,492,512,575,650,656,694,695,715,738,746,776,806,807,819,839,841,849,860,868,875,881,893,926,933,946,974,1015,1019"
950,-4.5,O(C)C1[C@@H](O)[C@@H](O)C(O)[C@@H](O)[C@@H]1O,"13,33,233,463,521,576,695,807,841,912,926,937,1019"
1505,-4.4,O=C([O-])C(=C)[C@@H]1C[C@H]2C(=C)CCC[C@]2(C)CC1,"4,33,35,36,94,134,138,202,250,268,301,342,356,444,470,485,574,619,650,688,714,715,759,784,807,838,851,858,893,924,926,973,974,999,1019,1022"
242,-4.0,[C@H]1([C@H]2C[C@@H]3O[C@H]3CC2)OC1,"10,246,268,301,320,422,553,585,656,787,795,802,897,899,926,935,954,1019,1023"
8272,96.5,O=C([O-])[C@]12[C@@H](C=3[C@](C)([C@@]4(C)[C@@H]([C@@]5(C)[C@H]([C@](CO)(C)[C@@H](O[C@H]6[C@H](O[C@H]7[C@H](O)[C@H](O)[C@H](O)[C@@H](C)O7)[C@H](O)[C@H](O)CO6)CC5)CC4)CC=3)CC1)CC(C)(C)CC2,"13,33,36,53,73,80,86,138,145,155,181,202,222,233,240,249,250,267,280,285,292,299,301,308,322,354,356,357,389,409,412,418,453,463,478,481,489,533,550,555,598,600,650,656,679,695,715,722,729,757,761,772,781,792,802,807,831,833,848,849,857,869,871,889,893,897,899,926,927,938,939,981,1010,1019"
6666,30.8,ClCC(=O)[C@]1(OC(=O)CC)[C@H](C)C[C@H]2[C@@]1(C)C[C@@H](O)[C@@]1(F)[C@]3(C)C([C@H](F)C[C@H]21)=CC(=O)C=C3,"22,32,33,36,80,84,85,129,170,175,233,250,251,268,285,294,314,356,362,403,412,414,424,434,519,532,534,547,593,611,616,650,655,659,667,679,693,695,748,750,753,760,767,781,787,804,807,826,835,836,849,866,893,898,904,926,951,967,973,997,1002,1019"
6929,40.8,O([C@H](C[C@H](C)C1=C2[C@](C)([C@@]3(C)[C@H]([C@@H](O)C2)[C@]2(C)[C@@H](C(C)(C)C(=O)CC2)CC3)CC1)[C@H]1C(C)(C)O1)C(=O)C,"1,5,11,33,34,36,46,69,78,80,116,138,188,190,231,233,250,258,267,281,283,301,302,314,333,343,356,365,370,394,400,412,418,428,449,453,478,502,512,523,530,550,555,633,647,650,656,680,695,714,717,733,807,831,849,893,926,966,1017,1019,1021"
3694,7.3,O=CN1CCC[N+H]2[C@H]([C@@H](O)CC)C=CC[C@@H]2CC(=O)NCCCC1,"91,140,147,457,807,844"
2527,-2.7,O(C)c1cc(O)c2c([O-])c3C(=O)C[C@](O)(C)Cc3cc2c1,"0,7,33,36,54,64,130,176,194,212,250,271,276,314,322,356,392,429,510,512,558,578,583,650,695,715,723,745,751,772,781,807,831,835,841,849,875,926,940,960,967"
2520,2.7,OC/C=C(\C=C\C=C(/C=C/C=1C(C)(C)CCCC=1C)\C)/C,"4,31,33,36,44,55,80,111,138,173,222,250,259,264,295,313,325,356,432,444,479,500,552,575,602,618,642,694,698,714,718,803,807,835,926,932,933,953,1017"
4515,18.4,O=C(OC)C=1[C@H]2[C@H]([C@H](C)OC=1)C[N+H]1[C@@H](C3(C(=O)Nc4c3cccc4)CC1)C2,"91,140,147,457,807,844"
4968,30.6,O=C1OCC([C@H]2[C@]3(C)[C@](O)([C@@H]4[C@@H]([C@]5(CO)[C@H](C[C@H](O)CC5)CC4)CC3)CC2)=C1,"26,33,36,57,67,80,84,109,130,138,161,222,233,250,268,301,313,314,336,356,389,412,426,441,449,493,494,500,519,528,529,555,562,590,609,650,656,682,699,775,776,805,807,811,832,849,857,926,956,965,1008,1019"
7028,24.2,FC(F)(F)c1cc(NC(=O)c2cc(Nc3nc(-c4cnccc4)ccn3)c(C)cc2)cc(-n2cc(C)nc2)c1,"19,33,61,64,84,90,114,128,134,136,191,193,200,219,236,257,293,356,361,367,378,393,399,428,429,437,443,458,464,486,491,510,511,526,539,555,558,562,570,571,579,595,650,658,667,673,698,707,726,736,771,787,792,795,801,807,809,831,842,849,875,893,904,932,935,954,980,990,1012"
95,-3.9,O=C([O-])/C=C/C(=O)[O-],"31,85,202,564,593,650,694,715,807,893"
4867,12.4,O=C([O-])c1c(O)c(Cc2c(O)c(C(=O)[O-])cc3c2cccc3)c2c(c1)cccc2,"63,64,80,175,202,240,333,356,406,544,549,578,612,650,715,726,802,807,831,836,846,849,875,893,931,953,954,967,1010"
7050,10.5,O(C)[C@H]1[C@@H](O)[C@H](O)[C@H](O[C@@H]2[C@@H](O)[C@H](O)[C@H](O[C@H]3[C@@H](O)[C@@H](O)[C@H](OC)O[C@H]3CO)O[C@@H]2CO)O[C@H]1CO,"33,53,80,222,233,279,295,299,357,463,466,489,492,495,576,610,656,695,740,807,841,869,897,898,912,926,937,953,1019"
8538,111.5,O([C@@H]1[C@H](O[C@H]2[C@@H](O)[C@H](O)[C@@H](O)[C@H](C)O2)[C@H](O[C@@H]2CC=3[C@](C)([C@H]4[C@H]([C@@H]5[C@](C)([C@@H]6[C@@H](C)[C@H]7[N+H]([C@@H]6C5)C[C@@H](C)CC7)CC4)CC=3)CC2)O[C@@H](CO)[C@@H]1O)[C@H]1[C@@H](O)[C@@H](O)[C@@H](O)[C@H](CO)O1,"91,140,147,457,807,844"
7047,8.8,O(C)[C@H]1[C@H](O)[C@@H](O)[C@H](O[C@H]2[C@@H](O)[C@H](O)[C@H](O[C@H]3[C@H](O)[C@H](O)[C@H](OC)O[C@H]3CO)O[C@@H]2CO)O[C@@H]1CO,"33,53,80,222,233,279,295,299,357,463,466,489,492,495,576,610,656,695,740,807,841,869,897,898,912,926,937,953,1019"
2162,-4.4,O[C@@H]([C@@H](O)C(O)[C@H](O)[C@H](O)[C@H](O)CO)[C@H](O)CO,"1,80,222,227,377,482,574,657,807,829,831,888"
3031,-1.4,O=[N+]([O-])c1sc(NC(=O)c2c(OC(=O)C)cccc2)nc1,"11,33,64,126,128,162,164,171,175,356,376,378,385,386,419,423,428,444,486,511,624,650,675,695,705,707,715,726,751,753,758,792,807,838,847,849,893,909,939,946,957,967,1004,1017"
6586,22.7,O(C)c1c(OC)cc2c([C@H](CC3=C(CC)C[N+H]4[C@@H](c5c(cc(OC)c(OC)c5)CC4)C3)[N+H2]CC2)c1,"91,140,147,457,807,844"
2366,-2.8,S(C(=O)C)C[C@H](C(=O)[O-])CC(=O)c1ccc(C)cc1,"1,33,69,73,80,106,116,144,202,235,266,323,356,361,457,468,594,650,661,669,673,698,715,726,727,769,799,807,849,853,893,896,960,1017"
542,-3.8,O=C(OCCC)c1ccccc1,"13,33,64,80,145,147,167,175,294,356,361,389,498,568,606,650,695,726,794,807,849,870,893,961"
3415,7.4,O=C(N(CC)CC)[C@@H]1C=C2[C@@H]([N+@@H](C)C1)Cc1c3c([nH]c1)cccc23,"91,140,147,457,807,844"
178,-4.5,O=C1OCc2c1cccc2,"64,175,212,314,352,356,372,441,502,576,609,650,656,684,726,756,849,926,969,984"
2705,-2.7,O=C(OCC[N+H](CC)CC)c1ccc(NCCCC)cc1,"91,140,147,457,807,844"
5132,23.1,O[C@H]1C[C@@H]2[C@](C)([C@@H]3[C@H]([C@H]4[C@](C)([C@@H]([C@H](/C=C/[C@@H](C(C)C)C)C)CC4)CC3)CC2)CC1,"1,8,25,26,33,36,64,71,105,138,144,216,233,243,250,268,283,301,322,324,453,470,500,519,522,528,529,531,562,590,600,622,687,694,749,775,807,926,927,956,978,993,1019"
8222,97.5,Clc1c(OC)cc2cc1N(C)C(=O)C[C@H](OC(=O)[C@@H](N(C(=O)CC(C)C)C)C)[C@]1(C)O[C@@H]1[C@@H](C)C1OC(=O)NC(O)([C@H](OC)/C=C/C=C(/C)\C2)C1,"1,33,34,36,42,46,50,59,79,80,90,102,106,115,121,122,130,139,147,154,179,214,225,231,232,249,250,264,266,271,283,285,287,288,314,338,349,356,482,497,512,527,540,561,568,650,652,656,659,669,672,679,695,698,733,750,779,795,798,801,807,823,841,849,850,857,861,862,875,881,883,884,893,901,926,935,937,946,953,955,972,978,987,994,1000,1011,1019,1023"
8411,85.3,O=CO[C@H]1[C@H]([C@]2(C)[C@](O)([C@H]3[C@H]([C@@]4(C)[C@H](C[C@H](O[C@@H]5O[C@@H](C)[C@@H](O[C@H]6O[C@@H](C)[C@H](O[C@@H]7O[C@@H](C)[C@@H](O)[C@H](O)C7)[C@H](O)C6)[C@H](O)C5)CC4)CC3)CC2)C1)C1=CC(=O)OC1,"2,20,33,36,57,63,68,77,84,109,119,130,138,144,157,169,214,233,245,250,268,285,287,301,313,314,324,356,357,407,412,421,441,453,463,485,493,519,528,529,550,555,562,589,609,611,650,656,660,673,679,682,687,694,695,722,739,754,798,805,807,811,842,849,897,904,926,927,956,964,1004,1008,1017,1019"
4613,1.1,S(=O)(=O)(Nc1c(Oc2ccccc2)cc2C(=O)C(NC=O)=COc2c1)C,"33,64,128,132,175,193,200,209,240,246,260,314,322,333,350,356,360,384,389,409,452,465,525,562,593,624,633,650,656,667,692,694,695,726,764,784,849,875,934,946,947,951,989,1002,1004,1017"
3105,-0.9,O(CCC[N+H](C)C)c1nn(Cc2ccccc2)c2c1cccc2,"91,140,147,457,807,844"
852,-5.0,S(=O)(=O)([O-])c1c(O)ccc(O)c1,"102,140,230,285,289,350,356,381,392,451,452,578,583,638,650,715,726,745,807,827,849,875"
3862,0.3,O(C)c1c(OC)cc2c([C@@H](Cc3cc(O)c(OC)cc3)[N+@H](C)CC2)c1,"91,140,147,457,807,844"
189,-3.5,N(C)(C)c1ccc(C)cc1,"33,72,139,235,355,356,676,698,726,737,799,849,881,896,960"
2708,-2.8,S(=O)(=O)(OCCCCCCCCCCCCCC)[O-],"13,33,80,91,119,225,285,294,350,420,452,526,591,650,688,695,699,715,794,887,1019"
7229,48.4,O=C[C@]12[C@@](O)(C[C@@H](O[C@H]3[C@H](O)[C@@H](O)[C@@H](O)[C@@H](C)O3)CC1)CC[C@H]1[C@]3(O)[C@@](C)([C@H](C4=CC(=O)OC4)CC3)CC[C@H]21,"13,33,36,57,67,73,84,109,119,130,138,233,245,250,263,285,299,301,313,314,324,336,356,357,412,426,441,449,463,489,493,497,503,519,529,550,555,574,580,590,609,650,656,679,682,694,695,699,722,738,772,776,805,807,811,817,849,857,869,891,897,926,974,1004,1008,1019"
3078,-1.6,Clc1cc([C@H](n2cncc2)c2cc3[nH]cnc3cc2)ccc1,"1,15,64,66,73,77,90,102,119,164,165,216,222,262,307,341,351,356,378,428,444,461,469,540,557,561,579,592,630,659,713,715,726,799,806,829,834,842,843,849,875,932,935,961"
3157,-0.2,O[C@@](CC[N+H]1CCCCC1)([C@H]1C2C=CC(C1)C2)c1ccccc1,"91,140,147,457,807,844"
8211,33.8,P(=O)(OC[C@@H](N(CC(=O)[O-])CC(=O)[O-])CN(CC(=O)[O-])CC[N+H](CC(=O)[O-])CC(=O)[O-])(OC1CCC(c2ccccc2)(c2ccccc2)CC1)[O-],"91,140,147,457,807,844"
