LigandID,Score,SMILES,OnBits
7737,104.3,O(C)c1c(O)c2Oc3ccc(cc3)C[C@@H]3[N+@H](C)CCc4c3cc(c(OC)c4)Oc3c(OC)ccc(c3)C[C@@H]3[N+@@H](C)CCc(c23)c1,"91,140,147,457,807,844"
6169,57.9,O=C([O-])[C@]12[C@@H](C=3[C@@](C)([C@]4(C)[C@H]([C@@]5(C)[C@H](C(C)(C)[C@H](O)CC5)CC4)CC=3)CC1)CC(C)(C)CC2,"31,33,36,86,138,155,202,233,240,250,267,280,301,308,356,389,409,412,418,453,463,478,549,555,598,600,610,650,679,715,757,760,781,788,807,831,848,849,857,889,893,904,926,927,938,981,1010,1019"
4915,19.5,O[C@H]1C[C@@H]2[C@](C)([C@@H]3[C@H]([C@@H]4[C@](C)([C@@H]([C@@H](CCCC(C)C)C)CC4)CC3)CC2)CC1,"1,8,26,33,36,71,80,105,138,144,146,233,243,250,268,283,301,324,406,453,490,500,519,522,528,529,531,562,590,622,669,739,753,775,784,807,823,836,887,926,927,956,1019"
4068,0.2,C(CCCCCCCCCCCC)CCCCCCCCCCCC,"33,80,119,294,420,591,794,887"
7603,16.1,O(C[C@@H]1[C@@H](O)[C@@H](O)[C@H](O)[C@H](OC2=C(c3ccc(O)cc3)Oc3c(c([O-])cc(O)c3)C2=O)O1)[C@H]1[C@@H](O)[C@@H](O)[C@H](O)[C@H](C)O1,"13,33,48,73,80,104,112,124,136,167,170,177,233,271,285,289,299,314,333,356,378,389,424,443,463,472,473,489,501,524,525,550,578,580,610,650,656,695,696,697,715,722,726,745,754,772,784,807,820,823,849,854,875,896,897,913,953,960,1004,1019"
1941,-3.6,Clc1ccc(OCC(=O)OCC[N+H](C)C)cc1,"91,140,147,457,807,844"
4671,5.3,Fc1ccc(C(=O)CCC[N+H]2CCC(C(=O)N)([N+H]3CCCCC3)CC2)cc1,"91,140,147,457,807,844"
8492,69.8,O=C(O[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@@H](CO)O1)[C@@]1(C)[C@@H](O)[C@@H](O)C[C@@]2(C)[C@@H]3[C@](C)([C@]4(CO)C([C@H]5[C@@](C(=O)O[C@H]6[C@@H](O)[C@@H](O)[C@H](O)[C@H](CO)O6)(CC4)CCC(C)(C)C5)=CC3)CC[C@@H]12,"13,33,36,62,80,102,124,138,155,188,190,198,210,222,233,250,256,267,280,299,301,308,312,356,389,409,412,453,463,478,489,492,544,555,598,600,610,636,650,656,679,695,708,715,740,748,757,781,807,820,833,849,853,893,897,926,945,949,953,981,998,1010,1019,1020"
5488,8.5,O=C(O[C@@H]1[C@H]2C(=C)C(=O)O[C@@H]2/C=C(\C)/[C@@H](OC(=O)C)C/C=C(\C)/C1)/C(=C\CO)/CO,"11,33,35,44,64,67,80,102,171,222,231,262,270,272,276,281,305,314,342,346,356,391,406,408,433,466,472,479,509,521,534,562,575,585,598,640,650,656,694,695,697,698,721,750,757,798,804,807,842,849,887,893,918,926,955,977,1003,1017,1019"
4106,2.8,O=C(Nc1c(CC[C@H]2[N+@@H](C)CCCC2)cccc1)c1ccc(OC)cc1,"91,140,147,457,807,844"
3287,5.2,O=C1O[C@@H]2[C@@H](O)C[C@@H]3[C@@H]([N+@H](C)CC3)[C@H]2c2c1cc1OCOc1c2,"91,140,147,457,807,844"
6605,11.2,O([C@H]1[C@@H](O)[C@H](O[C@H]2[C@@H](O)[C@@H]([N+H2]C)[C@](O)(C)CO2)[C@@H]([N+H3])C[C@@H]1[N+H3])[C@H]1[C@H]([N+H3])CC[C@@H]([C@@H]([N+H2]C)C)O1,"91,140,147,457,807,844"
8038,151.7,O(C)c1c(OC)cc2[C@H]3[N+@@H](C)CCc2c1Oc1c2OCOc2c(OC)c2c1[C@@H]([N+@H](C)CC2)Cc1ccc(Oc2c(OC)ccc(c2)C3)cc1,"91,140,147,457,807,844"
8037,154.4,O(C)c1c(OC)cc2[C@H]3[N+@H](C)CCc2c1Oc1c2OCOc2c(OC)c2c1[C@@H]([N+@H](C)CC2)Cc1ccc(Oc2c(OC)ccc(c2)C3)cc1,"91,140,147,457,807,844"
5385,12.4,Clc1ccc(C(=O)n2c(C)c(CC(=O)OCC(=O)[O-])c3c2ccc(OC)c3)cc1,"33,45,46,60,80,116,145,147,152,202,216,239,258,264,322,325,333,356,359,361,362,480,487,512,561,563,609,650,659,673,695,698,715,718,726,742,781,785,807,813,816,841,844,849,858,875,893,935,948,980,997,1010"
8502,83.7,O=CC[C@@H]1[C@H](O[C@H]2[C@@H](O)[C@H]([N+H](C)C)[C@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@](O)(C)C3)[C@H](C)O2)[C@@H](OC)[C@@H](O)CC(=O)O[C@H](C)C/C=C/C=C/[C@@H](O[C@H]2O[C@@H](C)[C@@H]([N+H](C)C)CC2)[C@H](C)C1,"91,140,147,457,807,844"
6949,26.1,O=C(O[C@@H]1C[C@]2(O)[C@](C=O)([C@H]3[C@H]([C@]4(O)[C@@](C)([C@H](C5=CC(=O)OC5)CC4)CC3)CC2)CC1)C[N+H](CC)CC,"91,140,147,457,807,844"
7702,114.2,O(C)c1c([C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O2)c([O-])c2C(=O)C=C(c3ccc(O[C@H]4[C@@H](O)[C@@H](O)[C@H](O)[C@H](CO)O4)cc3)Oc2c1,"13,33,48,49,64,80,121,136,210,222,233,249,271,299,314,322,356,463,489,492,501,512,524,531,580,610,624,630,650,656,666,667,670,695,696,715,718,726,740,751,779,784,789,807,819,820,827,841,849,865,875,896,897,920,946,953,960,964,974,992,1019"
4350,15.1,O=C(C)[C@@]1(O)[C@@]2(C)[C@H](O)C[C@@H]3[C@@]4(C)C(=CC[C@@H]3[C@]2(O)CC1)C[C@H](O)CC4,"16,33,36,120,130,138,195,231,233,250,260,268,301,315,322,356,360,367,439,460,504,519,520,590,598,617,650,682,694,696,738,743,757,760,775,787,807,849,850,860,872,893,926,1017,1019"
5959,18.6,Clc1cc2c(C3CC[N+H](CCN4C(=O)NCC4)CC3)cn(-c3ccc(F)cc3)c2cc1,"91,140,147,457,807,844"
124,-4.6,O=C(N)c1cnccc1,"19,64,140,147,153,309,356,361,378,437,511,562,579,650,703,726,807,842,849,893,938,961"
7545,18.3,O=C(O[C@@H]1[C@@H]2Oc3c(OCc4ccccc4)ccc4c3[C@]32[C@H]([C@@H]([N+@@H](C)CC3)C4)C=C1)CCCCCCCCCCCCC,"91,140,147,457,807,844"
5276,20.6,O=C(O[C@@]1(C#C)[C@@]2(C)[C@@H]([C@@H]3[C@H]([C@@H]4C(=CC(=O)CC4)CC3)CC2)CC1)CCCCCC,"27,33,36,57,80,84,119,127,129,138,182,184,221,242,243,250,253,292,294,301,314,345,356,362,375,408,412,420,436,455,507,519,529,540,555,559,591,622,650,674,695,711,714,717,794,807,841,849,887,893,909,915,926,958,974,990,996,1019"
549,-3.8,O=C([C@H]([N+H2]C)C)c1ccccc1,"91,140,147,457,807,844"
5883,5.9,O=C(/C=C/c1c(O)cc(O)cc1)c1c(O)c(C[C@H](C(=C)C)C/C=C(\C)/C)c(O)cc1OC,"1,26,31,33,55,73,74,79,80,104,133,157,202,207,226,233,249,270,289,342,356,370,381,388,472,479,512,558,578,583,586,613,615,643,650,689,694,695,726,745,789,793,807,817,832,835,841,849,853,875,893,946,961,1010,1017,1022"
5695,52.5,O[C@@H]1C(C)(C)[C@@H]2[C@](C)(C=3[C@H]([C@@]4(C)[C@](C)([C@@H]5[C@](C)([C@@H](C(C)C)CC5)CC4)CC=3)CC2)CC1,"1,8,31,33,36,61,78,93,112,138,233,243,250,253,283,301,310,345,356,412,452,453,477,478,527,531,549,570,610,665,678,712,757,760,761,781,788,807,849,860,926,994,1019"
119,-2.4,S(SC)CC=C,"0,33,37,80,116,307,342,394,560,621,694,774,878,940,985"
1041,-3.5,O=C(/C=C/C=C\1/C(C)(C)C2CC/1CC2)C,"31,33,36,132,188,250,257,268,301,342,345,356,380,432,461,485,528,626,650,694,807,823,890,893,926,936,956,968,976,1017,1019"
1345,-3.6,Oc1c(C(C)(C)C)cc(C)cc1C(C)(C)C,"4,14,33,114,202,315,356,391,392,419,578,698,744,799,807,849,875,929"
8064,143.8,O=C1[C@@H]([C@@H](O)CCCCC)[C@@H](O)C[C@H](O)C[C@H](O)C[C@@H](O)C[C@H](O)C[C@H](O)[C@@H](O)[C@@H](O)/C(/C)=C\C=C\C=C\C=C\C=C\[C@@H](O)[C@H](C)O1,"1,18,33,59,80,125,163,164,171,208,225,227,233,259,266,268,285,290,294,314,346,348,356,359,394,407,420,438,463,533,539,590,591,642,650,656,662,676,678,689,698,722,739,750,753,794,807,835,849,862,887,890,926,941,971,1019"
7035,7.8,O(C)[C@H]1[C@H](O)[C@@H](O)[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@@H](O)[C@H](O)[C@@H](OC)O[C@@H]3CO)O[C@H]2CO)O[C@H]1CO,"33,53,80,222,233,279,295,299,357,463,466,489,492,495,576,610,656,695,740,807,841,869,897,898,912,926,937,953,1019"
7285,30.2,O[C@H]1CC(C)(C)C(/C=C\C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C=2C(C)(C)CCCC=2C)\C)\C)/C)\C)=C(C)C1,"4,31,33,36,55,84,138,173,231,233,250,259,264,295,325,327,356,432,444,491,500,552,590,602,618,642,644,679,694,698,714,718,726,803,807,835,926,932,933,953,978,1017,1019"
4821,4.8,Clc1c(Cl)cccc1[C@H]1C(C(=O)OCC)=C(C)NC(C)=C1C(=O)OC,"3,15,23,33,36,64,80,82,90,128,143,145,147,214,245,294,297,356,366,371,440,484,561,627,650,659,695,698,726,741,759,807,841,849,893,906,974,1005,1011,1019"
773,-4.1,Oc1ccc(CC[N+](C)(C)C)cc1,"21,33,80,219,264,289,310,319,336,355,356,414,578,628,726,730,745,754,807,849,913"
4236,0.3,O=[N+]([O-])c1cc([C@@H]2C(C(=O)OCC)=C(C)NC(C)=C2C(=O)OC)ccc1,"15,33,36,64,80,90,128,143,145,147,171,214,250,255,294,297,356,440,484,586,627,639,650,695,698,715,726,753,759,785,807,838,841,849,871,875,878,893,906,916,939,987,1005,1019"
4099,-0.8,O=C([O-])CCCCCC[C@H]1[C@H](/C=C/[C@H](O)CCCCC)[C@@H](O)CC1=O,"1,33,80,119,142,189,202,204,227,231,233,243,259,294,314,334,356,370,420,540,549,575,591,600,628,650,656,694,715,717,735,737,739,782,785,794,796,807,814,832,849,887,893,926,989,1019,1023"
6753,13.7,O=C(Oc1cc2c(cc1)CCC2)[C@H](C(=O)N[C@H]1C(=O)N2[C@@H](C(=O)[O-])C(C)(C)S[C@H]12)c1ccccc1,"1,4,5,18,33,36,56,64,67,125,126,128,130,147,175,181,200,202,212,233,242,250,255,303,314,322,332,341,345,356,387,389,423,452,484,494,555,556,557,573,585,611,650,673,675,695,705,714,715,718,726,753,807,849,875,892,893,913,919,926,935,946,956,1019"
1150,-5.4,O=C([O-])[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)C(=O)[O-],"1,202,227,387,389,457,650,715,770,807,829,876,893"
6997,5.3,S(CCC)c1nc(N[C@H]2[C@@H](c3cc(F)c(F)cc3)C2)c2nnn([C@H]3[C@H](O)[C@H](O)[C@@H](OCCO)C3)c2n1,"13,33,62,80,101,116,128,140,158,160,216,222,233,254,255,256,258,268,294,341,345,356,363,378,379,405,414,433,455,458,463,473,509,515,531,549,565,584,627,655,665,672,695,699,700,708,726,727,759,779,784,794,798,807,811,816,823,831,849,862,875,891,904,919,926,935,960,964,1001,1019"
4229,-2.7,O=C(OCC1=C(C(=O)OCOC(=O)C)N2C(=O)[C@H]([C@@H](O)C)[C@H]2S1)N,"1,5,11,33,45,51,80,140,145,147,208,227,231,255,257,283,314,345,356,372,415,419,430,470,487,530,576,635,650,675,687,695,698,703,745,778,807,846,885,893,898,932,935,953,1017,1019"
2912,0.6,O=C1[C@@H](O)[C@@H](c2cc(O)c(O)cc2)Oc2c1c([O-])cc(O)c2,"31,48,64,154,164,167,233,255,266,271,276,277,314,315,356,378,416,451,513,578,583,585,589,648,650,656,715,723,726,729,745,750,779,807,849,858,875,881,1019"
5716,7.8,O=C(Nc1c(C)cccc1C)C[N+H]1CCN(C[C@H](O)COc2c(OC)cccc2)CC1,"91,140,147,457,807,844"
6435,45.0,O[C@@H]1C(C)(C)[C@@H]2[C@](C)([C@H]3[C@@](C)(C45[C@H]([C@@H]6[C@@](O)(C)C[C@H](/C=C(\C)/C)OC6(OC4)C5)CC3)CC2)CC1,"31,33,36,46,124,130,138,157,200,201,232,233,234,242,250,265,267,279,301,310,349,412,426,453,478,492,519,527,548,549,555,562,610,619,656,679,680,694,733,747,755,760,788,807,882,889,904,926,927,1013,1017,1019"
6533,35.9,O[C@@](CC/C=C(\C)/C)(C)[C@]1(O)[C@@H]2[C@@H](O)C[C@H]3[C@@](C)([C@]2(C)CC1)CC[C@H]1C(C)(C)[C@@H](O)CC[C@@]31C,"5,10,31,33,36,80,101,114,130,138,175,233,250,260,267,268,282,284,301,392,401,412,453,464,465,478,479,549,550,555,558,610,694,712,733,760,788,807,849,854,855,884,889,904,926,927,960,1017,1019"
3071,-2.5,O(CCc1ccc(OC[C@@H](O)C[N+H2]C(C)C)cc1)CC1CC1,"91,140,147,457,807,844"
3226,-3.0,O(C[C@H]1C(C)(C)O1)c1c2occc2c(OC)c2c1OC(=O)C=C2,"28,33,36,46,80,112,133,166,184,193,207,209,239,250,314,333,356,400,419,428,448,512,516,518,566,575,580,614,650,656,695,709,726,751,762,787,803,841,849,1019"
8529,107.8,O([C@@H]1[C@@H](O[C@H]2[C@@H](O)[C@H](O)[C@@H](O)[C@@H](C)O2)[C@@H](O[C@@H]2CC=3[C@@](C)([C@@H]4[C@H]([C@@H]5[C@@](C)([C@@H]6[C@@H](C)[C@@H]7[N+H]([C@H]6C5)C[C@@H](C)CC7)CC4)CC=3)CC2)O[C@@H](CO)[C@@H]1O)[C@@H]1[C@H](O)[C@@H](O)[C@@H](O)[C@H](CO)O1,"91,140,147,457,807,844"
6486,51.7,O=C1[C@H]([C@@H]2[C@@]3(C)[C@H]([C@]4(C)[C@H](O)C[C@@H]5C(C)(C)[C@@H](O)CC[C@]5(C)[C@H]4CC3)CC2)C[C@@H](CC(C)C)O1,"1,31,33,36,80,133,138,141,233,250,267,268,283,301,310,314,335,356,367,413,453,455,478,519,537,549,562,610,632,650,656,676,694,750,760,768,788,807,818,823,862,879,889,926,927,941,1019,1021"
2753,3.2,O[C@@H]1[C@H]2[N+@H](C)CCc3c2c(c2OCOc2c3)-c2c1cccc2,"91,140,147,457,807,844"
8068,31.8,O=C(N[C@@H]([C@H](O)C[N+@H]1[C@H](C(=O)NC(C)(C)C)C[C@@H]2[C@@H](C1)CCCC2)Cc1ccccc1)[C@@H](NC(=O)c1nc2c(cc1)cccc2)CC(=O)N,"91,140,147,457,807,844"
6805,41.5,O(C[C@]12[C@H](O)C[C@@H](OC)C34[C@@H]1[C@@H](OC)[C@H]([C@]1(O)[C@@H](O)[C@H](OC)[C@]5(O)[C@H](O)[C@H]1[C@H]3C5)[C@H]4[N+@H](CC)C2)C,"91,140,147,457,807,844"
2852,-2.2,O[C@@H](CCCCCCCCCC[C@H]1[N+H2][C@@H](C)[C@@H](O)CC1)C,"91,140,147,457,807,844"
6321,19.3,O=C(OCC(=O)[C@@]1(O)[C@]2(C)[C@H]([C@@H]3[C@H]([C@H](O)C2)[C@]2(C)C(=CC(=O)CC2)CC3)CC1)CCC(=O)[O-],"32,33,36,51,80,84,88,130,138,147,182,195,202,233,242,250,262,264,283,301,314,315,356,362,399,408,412,465,479,504,507,519,520,529,540,580,622,639,650,677,679,695,714,715,735,738,773,785,807,841,849,860,893,897,914,926,973,980,1009,1019"
2845,-3.6,O[C@H]([C@H]([N+H2][C@@H](CCc1ccccc1)C)C)c1ccc(O)cc1,"91,140,147,457,807,844"
1739,0.2,O=C(Nc1c(C)cccc1C)[C@@H]1[N+@@H](C)CCCC1,"91,140,147,457,807,844"
3760,0.3,N[C@]1(C)C[N+@H](C[C@@H](CCCC)CC)CN(C[C@H](CCCC)CC)C1,"91,140,147,457,807,844"
2721,-3.3,Clc1c(Nc2c(C(=O)[O-])cccc2)c(Cl)ccc1C,"33,64,88,94,128,164,175,200,202,217,356,366,367,381,383,423,491,544,561,650,659,666,667,672,698,701,715,726,807,849,883,893,931,967,1011"
5006,17.0,O(CC)[C@@H]1N(C)c2c3c(cc4OCOc4c3)ccc2-c2c1c(OC)c(OC)cc2,"33,55,64,80,94,106,121,146,167,203,213,214,249,275,279,294,325,333,352,356,384,441,511,512,521,527,575,604,613,624,656,680,695,726,738,776,823,831,836,839,841,849,875,878,881,926,935,946,997,1019"
1983,-1.9,O=C1N(C)C(=O)NC(=O)[C@@]1([C@H](C#CCC)C)CC=C,"1,23,33,36,68,76,80,90,121,151,183,228,255,283,287,294,312,314,342,356,358,431,501,548,621,650,674,675,694,701,713,824,836,935,940,948,981,987"
7492,19.0,O=C[C@@]1(O)[C@H](O[C@H]2[C@H]([N+H2]C)[C@H](O)[C@@H](O)[C@@H](CO)O2)[C@H](O[C@H]2[C@@H](O)[C@@H](O)[C@H](NC(=[N+H2])N)[C@H](O)[C@H]2NC(=[N+H2])N)O[C@@H]1C,"91,140,147,457,807,844"
172,-3.6,O=C/C=C/c1ccccc1,"64,83,92,175,329,356,389,432,650,694,726,755,835,849,878,1004,1005,1009"
5331,58.3,O=C(C)[C@@H]1[C@H]2[C@](C)([C@H]3[C@](C)([C@]4(C)[C@H]([C@]5(C)[C@H](C(C)(C)CCC5)CC4)CC3)CC2)CC1,"4,33,36,72,126,138,157,175,208,209,250,267,287,301,310,337,367,412,453,478,507,519,527,529,555,632,650,679,807,889,893,926,927,1004,1017,1019"
4491,3.5,O=C(OCC[N+@H]1[C@@H](C)[C@@H](c2ccccc2)OCC1)[C@@H](CC)c1ccccc1,"91,140,147,457,807,844"
685,-4.7,O=C([O-])[C@@H]([N+H3])CCCNC(=[N+H2])N,"91,140,147,457,807,844"
2355,-1.3,[N+@H]([C@H](/C=C(\c1sccc1)/c1sccc1)C)(CC)C,"91,140,147,457,807,844"
3678,1.6,O(C/C=C(\CC/C=C(\C)/C)/C)c1c2c(occ2)cc2OC(=O)C=Cc12,"33,80,101,109,163,166,207,209,233,239,278,314,333,356,357,385,401,406,417,426,428,479,538,540,550,558,580,600,614,650,656,690,694,695,709,726,784,787,803,807,849,852,875,931,1017"
6139,23.1,O=C([O-])[C@@H](CC/C=C(\C)/C)[C@@H]1[C@@]2(C)[C@](C)(C3=C([C@]4(C)[C@H](C(C)(C)C(=O)CC4)CC3)CC2)CC1,"1,5,8,33,36,64,80,88,104,116,136,138,159,171,180,188,202,208,233,250,258,290,301,314,356,401,412,418,457,478,479,523,550,556,558,641,647,650,666,694,714,715,739,746,807,810,831,846,860,880,893,926,946,1008,1017,1019"
4913,20.8,O=C(O[C@H]1[C@]2(C)[C@@H]([C@H]3[C@H]([C@@H]4C(=C[C@H](OC(=O)CC)CC4)CC3)CC2)CC1)CC,"27,33,36,40,57,80,102,105,110,138,182,184,186,194,228,249,250,294,301,345,356,362,387,408,433,453,455,519,549,559,562,593,622,650,693,695,714,717,766,807,849,868,893,898,918,926,927,1019"
6481,16.9,O=C(CCC)c1c(OC)c(C)c(O)c(C[C@@]2(C)C(=O)C(C(=O)[C@@H](CC)C)=C([O-])C(C)=C2O)c1O,"1,20,33,36,69,80,100,202,240,250,252,271,272,283,294,314,333,356,366,367,386,437,453,487,493,512,520,540,575,578,586,648,650,655,669,673,695,698,710,715,736,794,807,829,832,841,873,893,940,978,987,1005,1010,1020"
5142,10.6,O([C@H]1[C@@H](O)[C@H](O)[C@H](O)[C@H](CO)O1)c1c([O-])c2C(=O)c3c(C(=O)c2cc1)cccc3,"1,13,64,80,94,175,210,222,233,271,298,299,314,352,356,452,463,489,492,524,610,650,656,680,692,695,696,715,723,726,740,751,807,813,820,849,890,897,901,946,953,973,984,1019"
817,-4.1,Cl[C@H](OC(F)F)C(F)(F)F,"1,26,114,136,278,354,429,487,659,682,695,701,723,786,904,914"
7146,7.1,O=C([O-])[C@@H]1[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](C(=O)[O-])O2)[C@@H](O)[C@H](O)[C@H](O[C@H]2[C@@H](O)[C@@H](O)[C@@H](O)O[C@H]2C(=O)[O-])O1,"13,53,155,156,158,202,233,248,271,299,332,357,358,463,489,542,576,637,650,656,695,715,740,807,869,893,897,926,960,1019"
2418,-0.6,O(C)c1cc([O-])c2C(=O)C(c3ccc(O)cc3)=COc2c1,"33,79,136,194,209,222,271,289,304,314,322,352,356,378,384,389,465,512,525,578,602,650,656,690,695,697,715,726,745,754,779,781,784,807,841,849,875,896,960,1016"
1820,-3.9,O(C)c1c(C)c2C(OC)=CC(=O)Oc2cc1OC,"14,33,90,110,227,229,249,252,314,333,356,501,512,575,580,650,656,667,695,698,784,803,841,849,852,868,875,946,960,976"
2009,-3.0,O=C(OCCC[N+@@H]1[C@H](C)CCCC1)c1ccccc1,"91,140,147,457,807,844"
608,-4.9,O=C1[C@@H](C)[C@H]2[C@@H]([C@H](C)CC2)CO1,"33,116,157,174,236,285,301,314,356,415,438,441,481,522,622,650,656,801,835,899,922,926,941,1019"
5076,27.7,O[C@H]1CC=2[C@](C)([C@@H]3[C@H]([C@H]4[C@@](C)([C@@H]5[C@@H](C)[C@H]6[N+H]([C@H]5C4)C[C@@H](C)CC6)CC3)CC=2)CC1,"91,140,147,457,807,844"
4806,5.1,S([C@H]1C[C@@H](C(=O)N(C)C)[N+H2]C1)C=1[C@@H](C)[C@@H]2[C@H]([C@H](O)C)C(=O)N2C=1C(=O)[O-],"91,140,147,457,807,844"
5540,5.3,Clc1c(N)cc(OCC)c(C(=O)NC[C@H]2OCC[N+@H](Cc3ccc(F)cc3)C2)c1,"91,140,147,457,807,844"
3547,2.8,Fc1c(-c2ccccc2)ccc([C@H](C(O[C@H](OC(=O)C)C)=O)C)c1,"1,11,33,64,65,69,83,136,147,175,222,283,316,341,352,356,370,389,520,525,539,569,645,650,680,695,699,726,736,807,816,829,849,875,893,900,904,997,1000,1017"
2781,-2.0,S(SC(=S)N(CC)CC)C(=S)N(CC)CC,"33,80,97,105,110,116,280,294,295,407,433,807,881,932,978,1008"
1617,-5.6,O=C1N=C(N)NC=2NC[C@@H]([C@H](O)[C@@H](O)C)NC1=2,"1,12,33,90,134,147,227,239,283,297,301,314,334,356,378,433,470,484,505,650,653,661,669,697,721,784,807,828,831,842,858,896,918,926,935,950,1019"
801,-4.7,P(=O)(OC[C@@H]([N+H3])C(=O)[O-])([O-])[O-],"91,140,147,457,807,844"
6114,9.4,Clc1c([C@@H](Oc2c(N)ncc(-c3cn(C4CC[N+H2]CC4)nc3)c2)C)c(Cl)ccc1F,"91,140,147,457,807,844"
2739,-1.3,O=C(OCC[N+H](CC)CC)c1cc(N)c(OCCC)cc1,"91,140,147,457,807,844"
1951,-1.3,O=C([O-])[C@H](C)c1ccc(C(=O)c2sccc2)cc1,"1,9,14,33,64,79,122,202,241,283,310,324,341,356,361,383,419,444,457,543,650,673,675,715,726,751,807,829,849,893,900,915,933"
4184,-0.1,S(C[C@@H]([N+H3])C(=O)[O-])CCCC/C=C(/NC(=O)[C@H]1C(C)(C)C1)\C(=O)[O-],"91,140,147,457,807,844"
7475,39.3,O=C(OCC(=O)[C@]1(O)[C@@]2(C)[C@@H]([C@H]3[C@@H]([C@@H](O)C2)[C@@]2(C)C(=CC(=O)C=C2)CC3)CC1)/C=C(\CC/C=C(\CC/C=C(\C)/C)/C)/C,"33,36,37,49,51,78,80,84,96,101,130,138,147,182,199,233,237,240,250,283,301,314,315,356,357,373,374,385,401,404,408,412,465,479,504,507,519,520,529,540,547,550,558,580,622,639,650,679,690,694,695,714,738,768,787,807,828,849,893,914,926,967,973,980,997,1009,1017,1019"
5623,33.5,O=C1C(C)(C)[C@@H]2[C@@](C)(C=3[C@@H]([C@]4(C)[C@](C)([C@@H]5[C@](C)([C@H](C(C)C)CC5)CC4)CC=3)CC2)CC1,"1,8,33,36,61,64,78,88,93,112,116,138,188,243,250,253,258,283,301,310,314,345,356,412,452,453,478,527,531,570,647,650,665,678,712,714,757,761,781,831,849,860,926,994,1019"
3818,2.4,S(=O)(=O)(N)c1cc(C(=O)NC[C@H]2[N+@@H](CC)CCC2)c(OC)cc1,"91,140,147,457,807,844"
8324,22.0,Ic1c(NC(=O)[C@H](O)C)c(I)c(C(=O)NC(CO)CO)c(I)c1C(=O)NC(CO)CO,"1,33,80,117,128,222,227,283,298,316,356,381,396,461,482,486,570,573,586,595,635,646,650,661,792,807,882,893,911,947,965,966,981"
3962,4.5,O=C([O-])[C@@H]1[N+@H](C[C@H]2C(=O)O[C@H]/3[C@@H]2CC/C(/C)=C\CC/C(/C)=C\3)CCC1,"91,140,147,457,807,844"
6118,20.2,O=C(N1CCN(c2nc(N)c3c(n2)cc(OC)c(OC)c3)CC1)[C@@H]1Oc2c(OC1)cccc2,"33,64,66,73,82,147,175,212,221,232,237,246,249,333,335,348,351,356,378,407,433,435,441,456,457,469,484,511,512,565,588,623,624,644,650,656,695,726,750,778,780,807,831,841,849,860,873,875,881,891,893,899,926,935,946,985,1019"
2104,-3.7,O=C(N)Cc1ccc(OC[C@@H](O)C[N+H2]C(C)C)cc1,"91,140,147,457,807,844"
1331,-1.5,C[C@H]1[C@]2(C)[C@@H]3C(C)(C)[C@H]3CCC32OC3CC1,"27,33,36,46,65,68,84,138,228,250,285,301,330,519,529,549,656,691,706,733,742,755,804,926,950,968,1002,1019"
1102,-2.6,C=C1[C@@]2(C)[C@H]3[C@H](C(C)(C)CCC2)[C@@H]1CC3,"4,33,35,36,72,75,138,194,208,250,264,301,342,356,455,480,519,562,670,739,831,860,869,895,926,1004,1009,1019"
3318,-4.2,P(=O)([O-])([O-])C(P(=O)([O-])[O-])(O)Cc1n2c([n+H]c1)C=CC=C2,"91,140,147,457,807,844"
3280,9.7,O=C1O[C@@H]2[C@H](O)C[C@@H]3[C@H]([N+@@H](C)CC3)[C@@H]2c2c1cc1OCOc1c2,"91,140,147,457,807,844"
853,-4.7,O=C1N(C)C(=O)C[C@H]1c1ccccc1,"5,33,64,121,175,208,231,255,260,300,314,356,389,476,639,650,652,654,685,726,798,849,926,935,987,1019"
2256,-1.9,O=C(O[C@@H]1[C@H](C(C)C)CC[C@@H](C)C1)c1c(N)cccc1,"1,12,33,64,81,102,106,124,145,147,175,185,253,268,273,283,285,301,302,348,356,423,433,494,650,695,726,728,794,798,807,849,859,892,893,910,926,967,1004,1019"
4717,28.7,O(c1cc2c([C@H]3[C@@H]([C@@H]4[C@@](C)([C@@](O)(C#C)[C@H](O)C4)CC3)CC2)cc1)C1CCCC1,"3,4,15,33,36,39,49,118,119,123,130,138,212,233,250,261,268,289,301,322,356,360,390,408,412,452,455,519,524,555,595,622,636,674,695,700,713,714,718,726,760,807,823,849,874,875,888,890,909,915,926,974,996,1019"
4546,21.5,O[C@@H]1O[C@H]2[C@H]([N+@H](C)CCc3c2cc2OCOc2c3)c2c1c1OCOc1cc2,"91,140,147,457,807,844"
3058,-0.0,O=C(OCCCC=1[C@H](C)[C@@H](O)[C@H]2C(=C)C(=O)O[C@H]2CC=1C)C,"11,13,33,35,63,64,80,89,102,147,149,161,206,219,231,232,233,285,312,314,342,356,433,438,463,472,527,533,552,562,637,650,656,695,698,710,750,795,804,807,846,887,893,926,1017,1019"
533,-3.9,S=C=NC(=O)c1ccccc1,"64,97,132,175,235,356,361,389,453,571,650,674,687,725,726,732,807,849,893,914,961,986"
